area_id,ref_year,sexid,agegrp,agegrpstart,pop
SE,2020,female,85-89,85,6515
SE,2020,female,90+,90,3776
SE,2020,male,0-4,0,86781
SE,2020,male,5-9,5,87468
SE,2020,male,10-14,10,91311
SE,2020,male,15-19,15,94412
SE,2020,male,20-24,20,104733
SE,2020,male,25-29,25,97562
SE,2020,male,30-34,30,95154
SE,2020,male,35-39,35,89406
SE,2020,male,40-44,40,79545
SE,2020,male,45-49,45,68304
SE,2020,male,50-54,50,61540
SE,2020,male,55-59,55,49860
SE,2020,male,60-64,60,38059
SE,2020,male,65-69,65,28710
SE,2020,male,70-74,70,20912
SE,2020,male,75-79,75,12931
SE,2020,male,80-84,80,7422
SE,2020,male,85-89,85,3436
SE,2020,male,90+,90,1696
SE,2020,total,0-4,0,169642
SE,2020,total,5-9,5,171195
SE,2020,total,10-14,10,179317
SE,2020,total,15-19,15,187027
SE,2020,total,20-24,20,208998
SE,2020,total,25-29,25,199476
SE,2020,total,30-34,30,197810
SE,2020,total,35-39,35,187963
SE,2020,total,40-44,40,168830
SE,2020,total,45-49,45,146169
SE,2020,total,50-54,50,131783
SE,2020,total,55-59,55,108213
SE,2020,total,60-64,60,83690
SE,2020,total,65-69,65,64803
SE,2020,total,70-74,70,47714
SE,2020,total,75-79,75,31403
SE,2020,total,80-84,80,19576
SE,2020,total,85-89,85,9951
SE,2020,total,90+,90,5472
SE,2021,female,0-4,0,82985
SE,2021,female,5-9,5,83226
SE,2021,female,10-14,10,86768
SE,2021,female,15-19,15,91179
SE,2021,female,20-24,20,103049
SE,2021,female,25-29,25,102402
SE,2021,female,30-34,30,102650
SE,2021,female,35-39,35,99772
SE,2021,female,40-44,40,91366
SE,2021,female,45-49,45,79660
SE,2021,female,50-54,50,71749
SE,2021,female,55-59,55,60576
SE,2021,female,60-64,60,47510
SE,2021,female,65-69,65,37359
SE,2021,female,70-74,70,27932
SE,2021,female,75-79,75,19256
SE,2021,female,80-84,80,12584
SE,2021,female,85-89,85,6786
SE,2021,female,90+,90,3908
SE,2021,male,0-4,0,86926
SE,2021,male,5-9,5,86974
SE,2021,male,10-14,10,90126
SE,2021,male,15-19,15,93119
SE,2021,male,20-24,20,103502
SE,2021,male,25-29,25,98536
SE,2021,male,30-34,30,95273
SE,2021,male,35-39,35,90605
SE,2021,male,40-44,40,81459
SE,2021,male,45-49,45,69756
SE,2021,male,50-54,50,62611
SE,2021,male,55-59,55,51749
SE,2021,male,60-64,60,39580
SE,2021,male,65-69,65,29667
SE,2021,male,70-74,70,21610
SE,2021,male,75-79,75,13544
SE,2021,male,80-84,80,7668
SE,2021,male,85-89,85,3561
SE,2021,male,90+,90,1705
SE,2021,total,0-4,0,169911
SE,2021,total,5-9,5,170200
SE,2021,total,10-14,10,176894
SE,2021,total,15-19,15,184298
SE,2021,total,20-24,20,206551
SE,2021,total,25-29,25,200938
SE,2021,total,30-34,30,197923
SE,2021,total,35-39,35,190377
SE,2021,total,40-44,40,172825
SE,2021,total,45-49,45,149416
SE,2021,total,50-54,50,134360
SE,2021,total,55-59,55,112325
SE,2021,total,60-64,60,87090
SE,2021,total,65-69,65,67026
SE,2021,total,70-74,70,49542
SE,2021,total,75-79,75,32800
SE,2021,total,80-84,80,20252
SE,2021,total,85-89,85,10347
SE,2021,total,90+,90,5613
SE,2022,female,0-4,0,83064
SE,2022,female,5-9,5,82737
SE,2022,female,10-14,10,85836
SE,2022,female,15-19,15,90545
SE,2022,female,20-24,20,100387
SE,2022,female,25-29,25,103292
SE,2022,female,30-34,30,102333
SE,2022,female,35-39,35,100820
SE,2022,female,40-44,40,93296
SE,2022,female,45-49,45,81756
SE,2022,female,50-54,50,72956
SE,2022,female,55-59,55,62811
SE,2022,female,60-64,60,49561
SE,2022,female,65-69,65,38594
SE,2022,female,70-74,70,29120
SE,2022,female,75-79,75,20111
SE,2022,female,80-84,80,13016
SE,2022,female,85-89,85,7098
SE,2022,female,90+,90,4052
SE,2022,male,0-4,0,87023
SE,2022,male,5-9,5,86493
SE,2022,male,10-14,10,89225
SE,2022,male,15-19,15,92640
SE,2022,male,20-24,20,100698
SE,2022,male,25-29,25,100014
SE,2022,male,30-34,30,95140
SE,2022,male,35-39,35,91669
SE,2022,male,40-44,40,83242
SE,2022,male,45-49,45,71553
SE,2022,male,50-54,50,63344
SE,2022,male,55-59,55,53662
SE,2022,male,60-64,60,41220
SE,2022,male,65-69,65,30689
SE,2022,male,70-74,70,22249
SE,2022,male,75-79,75,14234
SE,2022,male,80-84,80,7921
SE,2022,male,85-89,85,3717
SE,2022,male,90+,90,1722
SE,2022,total,0-4,0,170087
SE,2022,total,5-9,5,169230
SE,2022,total,10-14,10,175061
SE,2022,total,15-19,15,183185
SE,2022,total,20-24,20,201085
SE,2022,total,25-29,25,203306
SE,2022,total,30-34,30,197473
SE,2022,total,35-39,35,192489
SE,2022,total,40-44,40,176538
SE,2022,total,45-49,45,153309
SE,2022,total,50-54,50,136300
SE,2022,total,55-59,55,116473
SE,2022,total,60-64,60,90781
SE,2022,total,65-69,65,69283
SE,2022,total,70-74,70,51369
SE,2022,total,75-79,75,34345
SE,2022,total,80-84,80,20937
SE,2022,total,85-89,85,10815
SE,2022,total,90+,90,5774
SP,2020,female,0-4,0,1483786
SP,2020,female,5-9,5,1486357
SP,2020,female,10-14,10,1446086
SP,2020,female,15-19,15,1531720
SP,2020,female,20-24,20,1701929
SP,2020,female,25-29,25,1738870
SP,2020,female,30-34,30,1888809
SP,2020,female,35-39,35,1946363
SP,2020,female,40-44,40,1822081
SP,2020,female,45-49,45,1628117
SP,2020,female,50-54,50,1517168
SP,2020,female,55-59,55,1407141
SP,2020,female,60-64,60,1228204
SP,2020,female,65-69,65,979409
SP,2020,female,70-74,70,732830
SP,2020,female,75-79,75,495222
SP,2020,female,80-84,80,341634
SP,2020,female,85-89,85,197189
SP,2020,female,90+,90,144091
SP,2020,male,0-4,0,1554575
SP,2020,male,5-9,5,1555741
SP,2020,male,10-14,10,1511593
SP,2020,male,15-19,15,1595401
SP,2020,male,20-24,20,1746584
SP,2020,male,25-29,25,1772220
SP,2020,male,30-34,30,1921154
SP,2020,male,35-39,35,1907817
SP,2020,male,40-44,40,1726673
SP,2020,male,45-49,45,1513550
SP,2020,male,50-54,50,1387535
SP,2020,male,55-59,55,1225083
SP,2020,male,60-64,60,1038561
SP,2020,male,65-69,65,801226
SP,2020,male,70-74,70,564841
SP,2020,male,75-79,75,355243
SP,2020,male,80-84,80,220733
SP,2020,male,85-89,85,111936
SP,2020,male,90+,90,61861
SP,2020,total,0-4,0,3038361
SP,2020,total,5-9,5,3042098
SP,2020,total,10-14,10,2957679
SP,2020,total,15-19,15,3127121
SP,2020,total,20-24,20,3448513
SP,2020,total,25-29,25,3511090
SP,2020,total,30-34,30,3809963
SP,2020,total,35-39,35,3854180
SP,2020,total,40-44,40,3548754
SP,2020,total,45-49,45,3141667
SP,2020,total,50-54,50,2904703
SP,2020,total,55-59,55,2632224
SP,2020,total,60-64,60,2266765
SP,2020,total,65-69,65,1780635
SP,2020,total,70-74,70,1297671
SP,2020,total,75-79,75,850465
SP,2020,total,80-84,80,562367
SP,2020,total,85-89,85,309125
SP,2020,total,90+,90,205952
SP,2021,female,0-4,0,1475765
SP,2021,female,5-9,5,1494314
SP,2021,female,10-14,10,1444004
SP,2021,female,15-19,15,1504113
SP,2021,female,20-24,20,1689640
SP,2021,female,25-29,25,1731463
SP,2021,female,30-34,30,1863050
SP,2021,female,35-39,35,1947435
SP,2021,female,40-44,40,1853619
SP,2021,female,45-49,45,1658698
SP,2021,female,50-54,50,1531341
SP,2021,female,55-59,55,1426121
SP,2021,female,60-64,60,1260974
SP,2021,female,65-69,65,1018420
SP,2021,female,70-74,70,768061
SP,2021,female,75-79,75,520138
SP,2021,female,80-84,80,352328
SP,2021,female,85-89,85,205474
SP,2021,female,90+,90,152632
SP,2021,male,0-4,0,1546271
SP,2021,male,5-9,5,1564228
SP,2021,male,10-14,10,1509358
SP,2021,male,15-19,15,1566874
SP,2021,male,20-24,20,1740281
SP,2021,male,25-29,25,1765040
SP,2021,male,30-34,30,1900507
SP,2021,male,35-39,35,1922035
SP,2021,male,40-44,40,1764170
SP,2021,male,45-49,45,1543269
SP,2021,male,50-54,50,1403981
SP,2021,male,55-59,55,1247938
SP,2021,male,60-64,60,1065393
SP,2021,male,65-69,65,833435
SP,2021,male,70-74,70,593334
SP,2021,male,75-79,75,373721
SP,2021,male,80-84,80,228618
SP,2021,male,85-89,85,117380
SP,2021,male,90+,90,65709
SP,2021,total,0-4,0,3022036
SP,2021,total,5-9,5,3058542
SP,2021,total,10-14,10,2953362
SP,2021,total,15-19,15,3070987
SP,2021,total,20-24,20,3429921
SP,2021,total,25-29,25,3496503
SP,2021,total,30-34,30,3763557
SP,2021,total,35-39,35,3869470
SP,2021,total,40-44,40,3617789
SP,2021,total,45-49,45,3201967
SP,2021,total,50-54,50,2935322
SP,2021,total,55-59,55,2674059
SP,2021,total,60-64,60,2326367
SP,2021,total,65-69,65,1851855
SP,2021,total,70-74,70,1361395
SP,2021,total,75-79,75,893859
SP,2021,total,80-84,80,580946
SP,2021,total,85-89,85,322854
SP,2021,total,90+,90,218341
SP,2022,female,0-4,0,1470050
SP,2022,female,5-9,5,1493902
SP,2022,female,10-14,10,1451196
SP,2022,female,15-19,15,1485462
SP,2022,female,20-24,20,1659704
SP,2022,female,25-29,25,1735608
SP,2022,female,30-34,30,1831508
SP,2022,female,35-39,35,1939983
SP,2022,female,40-44,40,1882719
SP,2022,female,45-49,45,1694603
SP,2022,female,50-54,50,1545368
SP,2022,female,55-59,55,1442612
SP,2022,female,60-64,60,1290793
SP,2022,female,65-69,65,1058256
SP,2022,female,70-74,70,802408
SP,2022,female,75-79,75,549577
SP,2022,female,80-84,80,362238
SP,2022,female,85-89,85,215004
SP,2022,female,90+,90,161217
SP,2022,male,0-4,0,1540372
SP,2022,male,5-9,5,1563935
SP,2022,male,10-14,10,1516907
SP,2022,male,15-19,15,1547597
SP,2022,male,20-24,20,1715018
SP,2022,male,25-29,25,1771366
SP,2022,male,30-34,30,1869540
SP,2022,male,35-39,35,1929336
SP,2022,male,40-44,40,1800956
SP,2022,male,45-49,45,1578820
SP,2022,male,50-54,50,1418060
SP,2022,male,55-59,55,1271151
SP,2022,male,60-64,60,1089828
SP,2022,male,65-69,65,865989
SP,2022,male,70-74,70,621784
SP,2022,male,75-79,75,395230
SP,2022,male,80-84,80,236054
SP,2022,male,85-89,85,123656
SP,2022,male,90+,90,69621
SP,2022,total,0-4,0,3010422
SP,2022,total,5-9,5,3057837
SP,2022,total,10-14,10,2968103
SP,2022,total,15-19,15,3033059
SP,2022,total,20-24,20,3374722
SP,2022,total,25-29,25,3506974
SP,2022,total,30-34,30,3701048
SP,2022,total,35-39,35,3869319
SP,2022,total,40-44,40,3683675
SP,2022,total,45-49,45,3273423
SP,2022,total,50-54,50,2963428
SP,2022,total,55-59,55,2713763
SP,2022,total,60-64,60,2380621
SP,2022,total,65-69,65,1924245
SP,2022,total,70-74,70,1424192
SP,2022,total,75-79,75,944807
SP,2022,total,80-84,80,598292
SP,2022,total,85-89,85,338660
SP,2022,total,90+,90,230838
Sudeste,2020,female,0-4,0,2820755
Sudeste,2020,female,5-9,5,2809274
Sudeste,2020,female,10-14,10,2751908
Sudeste,2020,female,15-19,15,2965251
Sudeste,2020,female,20-24,20,3349872
Sudeste,2020,female,25-29,25,3398671
Sudeste,2020,female,30-34,30,3584649
Sudeste,2020,female,35-39,35,3671440
Sudeste,2020,female,40-44,40,3468501
Sudeste,2020,female,45-49,45,3099205
Sudeste,2020,female,50-54,50,2921554
Sudeste,2020,female,55-59,55,2734951
Sudeste,2020,female,60-64,60,2393173
Sudeste,2020,female,65-69,65,1915832
Sudeste,2020,female,70-74,70,1430045
Sudeste,2020,female,75-79,75,977377
Sudeste,2020,female,80-84,80,677399
Sudeste,2020,female,85-89,85,391462
Sudeste,2020,female,90+,90,288578
Sudeste,2020,male,0-4,0,2956059
Sudeste,2020,male,5-9,5,2940856
Sudeste,2020,male,10-14,10,2876770
Sudeste,2020,male,15-19,15,3087953
Sudeste,2020,male,20-24,20,3434739
Sudeste,2020,male,25-29,25,3440506
Sudeste,2020,male,30-34,30,3605403
Sudeste,2020,male,35-39,35,3574431
Sudeste,2020,male,40-44,40,3280948
Sudeste,2020,male,45-49,45,2868610
Sudeste,2020,male,50-54,50,2668855
Sudeste,2020,male,55-59,55,2399300
Sudeste,2020,male,60-64,60,2039302
Sudeste,2020,male,65-69,65,1571035
Sudeste,2020,male,70-74,70,1110663
Sudeste,2020,male,75-79,75,707029
Sudeste,2020,male,80-84,80,443920
Sudeste,2020,male,85-89,85,227758
Sudeste,2020,male,90+,90,128206
Sudeste,2020,total,0-4,0,5776814
Sudeste,2020,total,5-9,5,5750130
Sudeste,2020,total,10-14,10,5628678
Sudeste,2020,total,15-19,15,6053204
Sudeste,2020,total,20-24,20,6784611
Sudeste,2020,total,25-29,25,6839177
Sudeste,2020,total,30-34,30,7190052
Sudeste,2020,total,35-39,35,7245871
Sudeste,2020,total,40-44,40,6749449
Sudeste,2020,total,45-49,45,5967815
Sudeste,2020,total,50-54,50,5590409
Sudeste,2020,total,55-59,55,5134251
Sudeste,2020,total,60-64,60,4432475
Sudeste,2020,total,65-69,65,3486867
Sudeste,2020,total,70-74,70,2540708
Sudeste,2020,total,75-79,75,1684406
Sudeste,2020,total,80-84,80,1121319
Sudeste,2020,total,85-89,85,619220
Sudeste,2020,total,90+,90,416784
Sudeste,2021,female,0-4,0,2812222
Sudeste,2021,female,5-9,5,2824415
Sudeste,2021,female,10-14,10,2739566
Sudeste,2021,female,15-19,15,2902523
Sudeste,2021,female,20-24,20,3308317
Sudeste,2021,female,25-29,25,3391617
Sudeste,2021,female,30-34,30,3549114
Sudeste,2021,female,35-39,35,3671660
Sudeste,2021,female,40-44,40,3524039
Sudeste,2021,female,45-49,45,3155156
Sudeste,2021,female,50-54,50,2940767
Sudeste,2021,female,55-59,55,2767639
Sudeste,2021,female,60-64,60,2455244
Sudeste,2021,female,65-69,65,1990537
Sudeste,2021,female,70-74,70,1497327
Sudeste,2021,female,75-79,75,1022687
Sudeste,2021,female,80-84,80,697145
Sudeste,2021,female,85-89,85,407444
Sudeste,2021,female,90+,90,305032
Sudeste,2021,male,0-4,0,2947328
Sudeste,2021,male,5-9,5,2957055
Sudeste,2021,male,10-14,10,2864164
Sudeste,2021,male,15-19,15,3023402
Sudeste,2021,male,20-24,20,3404341
Sudeste,2021,male,25-29,25,3437152
Sudeste,2021,male,30-34,30,3579346
Sudeste,2021,male,35-39,35,3594773
Sudeste,2021,male,40-44,40,3346140
Sudeste,2021,male,45-49,45,2924306
Sudeste,2021,male,50-54,50,2690097
Sudeste,2021,male,55-59,55,2437117
Sudeste,2021,male,60-64,60,2092193
Sudeste,2021,male,65-69,65,1633962
Sudeste,2021,male,70-74,70,1164716
Sudeste,2021,male,75-79,75,741269
Sudeste,2021,male,80-84,80,458620
Sudeste,2021,male,85-89,85,238418
Sudeste,2021,male,90+,90,136062
Sudeste,2021,total,0-4,0,5759550
Sudeste,2021,total,5-9,5,5781470
Sudeste,2021,total,10-14,10,5603730
Sudeste,2021,total,15-19,15,5925925
Sudeste,2021,total,20-24,20,6712658
Sudeste,2021,total,25-29,25,6828769
Sudeste,2021,total,30-34,30,7128460
Sudeste,2021,total,35-39,35,7266433
Sudeste,2021,total,40-44,40,6870179
Sudeste,2021,total,45-49,45,6079462
Sudeste,2021,total,50-54,50,5630864
Sudeste,2021,total,55-59,55,5204756
Sudeste,2021,total,60-64,60,4547437
Sudeste,2021,total,65-69,65,3624499
Sudeste,2021,total,70-74,70,2662043
Sudeste,2021,total,75-79,75,1763956
Sudeste,2021,total,80-84,80,1155765
Sudeste,2021,total,85-89,85,645862
Sudeste,2021,total,90+,90,441094
Sudeste,2022,female,0-4,0,2804460
Sudeste,2022,female,5-9,5,2826906
Sudeste,2022,female,10-14,10,2746355
Sudeste,2022,female,15-19,15,2856623
Sudeste,2022,female,20-24,20,3232680
Sudeste,2022,female,25-29,25,3400894
Sudeste,2022,female,30-34,30,3507280
Sudeste,2022,female,35-39,35,3658424
Sudeste,2022,female,40-44,40,3571856
Sudeste,2022,female,45-49,45,3223964
Sudeste,2022,female,50-54,50,2958714
Sudeste,2022,female,55-59,55,2794578
Sudeste,2022,female,60-64,60,2512142
Sudeste,2022,female,65-69,65,2065834
Sudeste,2022,female,70-74,70,1564119
Sudeste,2022,female,75-79,75,1076063
Sudeste,2022,female,80-84,80,715426
Sudeste,2022,female,85-89,85,425594
Sudeste,2022,female,90+,90,321687
Sudeste,2022,male,0-4,0,2939370
Sudeste,2022,male,5-9,5,2959988
Sudeste,2022,male,10-14,10,2871604
Sudeste,2022,male,15-19,15,2976227
Sudeste,2022,male,20-24,20,3336838
Sudeste,2022,male,25-29,25,3453539
Sudeste,2022,male,30-34,30,3540527
Sudeste,2022,male,35-39,35,3604504
Sudeste,2022,male,40-44,40,3405437
Sudeste,2022,male,45-49,45,2994615
Sudeste,2022,male,50-54,50,2706489
Sudeste,2022,male,55-59,55,2473577
Sudeste,2022,male,60-64,60,2140292
Sudeste,2022,male,65-69,65,1697801
Sudeste,2022,male,70-74,70,1218916
Sudeste,2022,male,75-79,75,781163
Sudeste,2022,male,80-84,80,472412
Sudeste,2022,male,85-89,85,250495
Sudeste,2022,male,90+,90,144099
Sudeste,2022,total,0-4,0,5743830
Sudeste,2022,total,5-9,5,5786894
Sudeste,2022,total,10-14,10,5617959
Sudeste,2022,total,15-19,15,5832850
Sudeste,2022,total,20-24,20,6569518
Sudeste,2022,total,25-29,25,6854433
Sudeste,2022,total,30-34,30,7047807
Sudeste,2022,total,35-39,35,7262928
Sudeste,2022,total,40-44,40,6977293
Sudeste,2022,total,45-49,45,6218579
Sudeste,2022,total,50-54,50,5665203
Sudeste,2022,total,55-59,55,5268155
Sudeste,2022,total,60-64,60,4652434
Sudeste,2022,total,65-69,65,3763635
Sudeste,2022,total,70-74,70,2783035
Sudeste,2022,total,75-79,75,1857226
Sudeste,2022,total,80-84,80,1187838
Sudeste,2022,total,85-89,85,676089
Sudeste,2022,total,90+,90,465786
Sul,2020,female,0-4,0,968231
Sul,2020,female,5-9,5,942288
Sul,2020,female,10-14,10,914312
Sul,2020,female,15-19,15,1000686
Sul,2020,female,20-24,20,1144270
Sul,2020,female,25-29,25,1181500
Sul,2020,female,30-34,30,1175533
Sul,2020,female,35-39,35,1183159
Sul,2020,female,40-44,40,1097603
Sul,2020,female,45-49,45,1019443
Sul,2020,female,50-54,50,1011130
Sul,2020,female,55-59,55,968012
Sul,2020,female,60-64,60,824754
Sul,2020,female,65-69,65,667428
Sul,2020,female,70-74,70,500133
Sul,2020,female,75-79,75,343480
Sul,2020,female,80-84,80,230618
Sul,2020,female,85-89,85,132181
Sul,2020,female,90+,90,89671
Sul,2020,male,0-4,0,1015196
Sul,2020,male,5-9,5,987271
Sul,2020,male,10-14,10,956496
Sul,2020,male,15-19,15,1043254
Sul,2020,male,20-24,20,1179892
Sul,2020,male,25-29,25,1198920
Sul,2020,male,30-34,30,1181516
Sul,2020,male,35-39,35,1165259
Sul,2020,male,40-44,40,1056437
Sul,2020,male,45-49,45,966897
Sul,2020,male,50-54,50,939123
Sul,2020,male,55-59,55,875747
Sul,2020,male,60-64,60,727761
Sul,2020,male,65-69,65,569197
Sul,2020,male,70-74,70,406109
Sul,2020,male,75-79,75,257170
Sul,2020,male,80-84,80,154912
Sul,2020,male,85-89,85,76260
Sul,2020,male,90+,90,40466
Sul,2020,total,0-4,0,1983427
Sul,2020,total,5-9,5,1929559
Sul,2020,total,10-14,10,1870808
Sul,2020,total,15-19,15,2043940
Sul,2020,total,20-24,20,2324162
Sul,2020,total,25-29,25,2380420
Sul,2020,total,30-34,30,2357049
Sul,2020,total,35-39,35,2348418
Sul,2020,total,40-44,40,2154040
Sul,2020,total,45-49,45,1986340
Sul,2020,total,50-54,50,1950253
Sul,2020,total,55-59,55,1843759
Sul,2020,total,60-64,60,1552515
Sul,2020,total,65-69,65,1236625
Sul,2020,total,70-74,70,906242
Sul,2020,total,75-79,75,600650
Sul,2020,total,80-84,80,385530
Sul,2020,total,85-89,85,208441
Sul,2020,total,90+,90,130137
Sul,2021,female,0-4,0,965439
Sul,2021,female,5-9,5,954539
Sul,2021,female,10-14,10,906746
Sul,2021,female,15-19,15,976515
Sul,2021,female,20-24,20,1125226
Sul,2021,female,25-29,25,1179660
Sul,2021,female,30-34,30,1175280
Sul,2021,female,35-39,35,1187151
Sul,2021,female,40-44,40,1116259
Sul,2021,female,45-49,45,1027381
Sul,2021,female,50-54,50,1009607
Sul,2021,female,55-59,55,980226
Sul,2021,female,60-64,60,850489
Sul,2021,female,65-69,65,692012
Sul,2021,female,70-74,70,523958
Sul,2021,female,75-79,75,360327
Sul,2021,female,80-84,80,239351
Sul,2021,female,85-89,85,138300
Sul,2021,female,90+,90,95745
Sul,2021,male,0-4,0,1012334
Sul,2021,male,5-9,5,1000191
Sul,2021,male,10-14,10,948816
Sul,2021,male,15-19,15,1018231
Sul,2021,male,20-24,20,1163092
Sul,2021,male,25-29,25,1199385
Sul,2021,male,30-34,30,1183089
Sul,2021,male,35-39,35,1173156
Sul,2021,male,40-44,40,1076902
Sul,2021,male,45-49,45,975542
Sul,2021,male,50-54,50,939403
Sul,2021,male,55-59,55,887738
Sul,2021,male,60-64,60,750235
Sul,2021,male,65-69,65,589846
Sul,2021,male,70-74,70,425322
Sul,2021,male,75-79,75,270300
Sul,2021,male,80-84,80,161212
Sul,2021,male,85-89,85,80380
Sul,2021,male,90+,90,43202
Sul,2021,total,0-4,0,1977773
Sul,2021,total,5-9,5,1954730
Sul,2021,total,10-14,10,1855562
Sul,2021,total,15-19,15,1994746
Sul,2021,total,20-24,20,2288318
Sul,2021,total,25-29,25,2379045
Sul,2021,total,30-34,30,2358369
Sul,2021,total,35-39,35,2360307
Sul,2021,total,40-44,40,2193161
Sul,2021,total,45-49,45,2002923
Sul,2021,total,50-54,50,1949010
Sul,2021,total,55-59,55,1867964
Sul,2021,total,60-64,60,1600724
Sul,2021,total,65-69,65,1281858
Sul,2021,total,70-74,70,949280
Sul,2021,total,75-79,75,630627
Sul,2021,total,80-84,80,400563
Sul,2021,total,85-89,85,218680
Sul,2021,total,90+,90,138947
Sul,2022,female,0-4,0,962807
Sul,2022,female,5-9,5,962539
Sul,2022,female,10-14,10,909239
Sul,2022,female,15-19,15,957031
Sul,2022,female,20-24,20,1094874
Sul,2022,female,25-29,25,1176988
Sul,2022,female,30-34,30,1176634
Sul,2022,female,35-39,35,1185484
Sul,2022,female,40-44,40,1135913
Sul,2022,female,45-49,45,1039459
Sul,2022,female,50-54,50,1006591
Sul,2022,female,55-59,55,987791
Sul,2022,female,60-64,60,876892
Sul,2022,female,65-69,65,715831
Sul,2022,female,70-74,70,547954
Sul,2022,female,75-79,75,379406
Sul,2022,female,80-84,80,248106
Sul,2022,female,85-89,85,144924
Sul,2022,female,90+,90,102118
Sul,2022,male,0-4,0,1009627
Sul,2022,male,5-9,5,1008658
Sul,2022,male,10-14,10,951636
Sul,2022,male,15-19,15,998094
Sul,2022,male,20-24,20,1133739
Sul,2022,male,25-29,25,1199852
Sul,2022,male,30-34,30,1185644
Sul,2022,male,35-39,35,1175324
Sul,2022,male,40-44,40,1099253
Sul,2022,male,45-49,45,987830
Sul,2022,male,50-54,50,938307
Sul,2022,male,55-59,55,896081
Sul,2022,male,60-64,60,773265
Sul,2022,male,65-69,65,610019
Sul,2022,male,70-74,70,444578
Sul,2022,male,75-79,75,285129
Sul,2022,male,80-84,80,167399
Sul,2022,male,85-89,85,84970
Sul,2022,male,90+,90,46061
Sul,2022,total,0-4,0,1972434
Sul,2022,total,5-9,5,1971197
Sul,2022,total,10-14,10,1860875
Sul,2022,total,15-19,15,1955125
Sul,2022,total,20-24,20,2228613
Sul,2022,total,25-29,25,2376840
Sul,2022,total,30-34,30,2362278
Sul,2022,total,35-39,35,2360808
Sul,2022,total,40-44,40,2235166
Sul,2022,total,45-49,45,2027289
Sul,2022,total,50-54,50,1944898
Sul,2022,total,55-59,55,1883872
Sul,2022,total,60-64,60,1650157
Sul,2022,total,65-69,65,1325850
Sul,2022,total,70-74,70,992532
Sul,2022,total,75-79,75,664535
Sul,2022,total,80-84,80,415505
Sul,2022,total,85-89,85,229894
Sul,2022,total,90+,90,148179
TO,2020,female,0-4,0,61281
TO,2020,female,5-9,5,61432
TO,2020,female,10-14,10,64644
TO,2020,female,15-19,15,67414
TO,2020,female,20-24,20,70911
TO,2020,female,25-29,25,68544
TO,2020,female,30-34,30,65986
TO,2020,female,35-39,35,63699
TO,2020,female,40-44,40,58192
TO,2020,female,45-49,45,46808
TO,2020,female,50-54,50,41239
TO,2020,female,55-59,55,33648
TO,2020,female,60-64,60,26944
TO,2020,female,65-69,65,21025
TO,2020,female,70-74,70,15344
TO,2020,female,75-79,75,10379
TO,2020,female,80-84,80,6900
TO,2020,female,85-89,85,3535
TO,2020,female,90+,90,1834
TO,2020,male,0-4,0,64155
TO,2020,male,5-9,5,64187
TO,2020,male,10-14,10,67383
TO,2020,male,15-19,15,69580
TO,2020,male,20-24,20,73140
TO,2020,male,25-29,25,69129
TO,2020,male,30-34,30,65336
TO,2020,male,35-39,35,62308
TO,2020,male,40-44,40,56795
TO,2020,male,45-49,45,47826
TO,2020,male,50-54,50,41306
TO,2020,male,55-59,55,34073
TO,2020,male,60-64,60,26889
TO,2020,male,65-69,65,21052
TO,2020,male,70-74,70,15239
TO,2020,male,75-79,75,10412
TO,2020,male,80-84,80,6698
TO,2020,male,85-89,85,3337
TO,2020,male,90+,90,1644
TO,2020,total,0-4,0,125436
TO,2020,total,5-9,5,125619
TO,2020,total,10-14,10,132027
TO,2020,total,15-19,15,136994
TO,2020,total,20-24,20,144051
TO,2020,total,25-29,25,137673
TO,2020,total,30-34,30,131322
TO,2020,total,35-39,35,126007
TO,2020,total,40-44,40,114987
TO,2020,total,45-49,45,94634
TO,2020,total,50-54,50,82545
TO,2020,total,55-59,55,67721
TO,2020,total,60-64,60,53833
TO,2020,total,65-69,65,42077
TO,2020,total,70-74,70,30583
TO,2020,total,75-79,75,20791
TO,2020,total,80-84,80,13598
TO,2020,total,85-89,85,6872
TO,2020,total,90+,90,3478
TO,2021,female,0-4,0,61757
TO,2021,female,5-9,5,60961
TO,2021,female,10-14,10,63525
TO,2021,female,15-19,15,67356
TO,2021,female,20-24,20,70332
TO,2021,female,25-29,25,69105
TO,2021,female,30-34,30,66449
TO,2021,female,35-39,35,64301
TO,2021,female,40-44,40,59777
TO,2021,female,45-49,45,48628
TO,2021,female,50-54,50,42182
TO,2021,female,55-59,55,34956
TO,2021,female,60-64,60,27966
TO,2021,female,65-69,65,21901
TO,2021,female,70-74,70,16070
TO,2021,female,75-79,75,10848
TO,2021,female,80-84,80,7143
TO,2021,female,85-89,85,3747
TO,2021,female,90+,90,1940
TO,2021,male,0-4,0,64658
TO,2021,male,5-9,5,63700
TO,2021,male,10-14,10,66167
TO,2021,male,15-19,15,69679
TO,2021,male,20-24,20,72355
TO,2021,male,25-29,25,69933
TO,2021,male,30-34,30,65851
TO,2021,male,35-39,35,62996
TO,2021,male,40-44,40,58110
TO,2021,male,45-49,45,49278
TO,2021,male,50-54,50,42307
TO,2021,male,55-59,55,35198
TO,2021,male,60-64,60,27826
TO,2021,male,65-69,65,21728
TO,2021,male,70-74,70,15810
TO,2021,male,75-79,75,10741
TO,2021,male,80-84,80,6877
TO,2021,male,85-89,85,3489
TO,2021,male,90+,90,1716
TO,2021,total,0-4,0,126415
